Collection Name,Title#1,Name#1,Name URI#1,Resource Type#1,Resource Type URI#1,Genre#1,Genre URI#1,Date Created#1,Language Term#1,Language Term URI#1,Language Term Type#1,Extent#1,Physical Description Note#1,Form#1,Form URI#1,Form#2,Form URI#2,Abstract#1,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Topic#5,Subject Topic URI#5,Subject Name#1,Subject Name URI#1,Subject Name#2,Subject Name URI#2,Subject Name#3,Subject Name URI#3,Subject Geographic#1,Subject Geographic URI#1,Subject Temporal#1,Subject Temporal URI#1,Subject Title#1,Identifier#1,Identifier ARK#1,Physical Location#1,Shelf Locator#1,Date Captured#1,Internet Media Type#1,Digital Origin#1,Access Condition#1,Access Condition URI#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
CU Chicanx/Latinx History Collection,Proposal for a general interest speaker: Reies Tijerina,"Martinez, Reyes",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,5/21/1971,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,8.5x14 or longer,proposals,http://vocab.getty.edu/page/aat/300027261,,,"Proposal from Reyes Martinez, President of Chicano Law Students for general interest speaker, Chicano land rights activist, Reies Lopez Tijerina (1926-2015).",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,"Tijerina, Reies",http://id.loc.gov/authorities/names/n50011843,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_CEB_Speakers_001.pdf,https://ark.colorado.edu/ark:/47540/kt7m557654s2,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,18,4876,narv_chicanxHistory_CEB_speakers_001.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~18~287128
CU Chicanx/Latinx History Collection,A proposal to establish a bi-cultural center,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,7/26/1969,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,,,A proposal to start a bi-cultural center. Describes the need and proposed activities of the center.,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,Black Students Alliance of the University of Colorado (Boulder),local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_CEB_specialRequests_001.pdf,https://ark.colorado.edu/ark:/47540/1s8n9103p4mp,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,16,4876,narv_chicanxHistory_CEB_specialRequests_001.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~16~287126
CU Chicanx/Latinx History Collection,1971-1972 requested budget,"Granado, Florencio",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,8/9/1973,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,7 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,financial records,http://vocab.getty.edu/page/aat/300027473,"UMAS 1971-72 Proposed Budget to the Cultural Events Board). The budget proposal goes into detail with a description and justification of proposed events such as a leadership conference, Chicano artists series, Fiesta et Naviete, and the MAYA Conference.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,University Board on Student Finances,local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_CEB_specialRequests_002.pdf,https://ark.colorado.edu/ark:/47540/7h6g7m47v1hr,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,17,4876,narv_chicanxHistory_CEB_specialRequests_002.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~17~287124
CU Chicanx/Latinx History Collection,Press release regarding the prevention of a talk by Representative Henry B. Gonzales,Herdt,local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,[Circa 1972],English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,articles,http://vocab.getty.edu/page/aat/300048715,press releases,http://vocab.getty.edu/page/aat/300026437,"Press release describing 200 demonstrators ""mostly Chicanos believed.. to be from outside the Boulder area,"" who interrupted a speech by U.S. congressman Henry Gonzales, as part of the University Summer Lecture series in the UMC ballroom. Gonzales had met with members of UMAS before his speech. ""The protest.. centered around.. Gozalez' conservative stand on issues affecting Chicanos..."" They called him a ""sell-out."" There was property damage but no arrests.",Speeches,http://id.worldcat.org/fast/1774286,Civil rights movements,http://id.worldcat.org/fast/862708,,,,,,,"Gonzalez, Henry B. (Henry Barbosa), 1916-2000",http://id.loc.gov/authorities/names/n89617291,UMAS (Organization),http://id.worldcat.org/fast/626784,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_CUB_08_06_studentDist73-75_gonzalesPress.pdf,https://ark.colorado.edu/ark:/47540/v81d922619xq,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,13,4876,narv_chicanxHistory_CUB_08_06_studentDist73-75_gonzalesPress.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~13~287122
CU Chicanx/Latinx History Collection,Evaluation of the success of UMAS: Supportive programs at the University of Colorado,"Vigil, Patrick",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,11/1/1972,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,4 pages,,reports,http://vocab.getty.edu/page/aat/300027267,,,"Evaluation of the success of the UMAS supportive summer programs. Vigil concludes that while the UMAS students were classified as ""high-risk"" by the university they have ""performed far beyond expectations"" and the program had justified its value.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Mentoring in education,http://id.worldcat.org/fast/1016858,Discrimination in education,http://id.worldcat.org/fast/895037,College student development programs,http://id.worldcat.org/fast/867959,UMAS (Organization),http://id.worldcat.org/fast/626784,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_69-70budget_001.pdf,https://ark.colorado.edu/ark:/47540/v7605112z98c,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,6,4876,narv_chicanxHistory_EVP_97_69-70budget_001.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~6~287120
CU Chicanx/Latinx History Collection,EOP restructuring,"Hannon, Mark",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,1972-1973,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,5 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,"Letter to George Rainsford, re: EOP Restructuring. The letter reiterates students' complaints against the EOP program. The letter also proposes a Center for Inter-Cultural Programs.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student unions,http://id.worldcat.org/fast/1136022,College student development programs,http://id.worldcat.org/fast/867959,,,,,"Rainsford, George N.",http://id.loc.gov/authorities/names/no2001066154,"Drucker, Peter F.",local,"University of Colorado, Boulder. Educational Opportunity Program",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_69-70budget_013.pdf,https://ark.colorado.edu/ark:/47540/nm334d28218q,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,2,4876,narv_chicanxHistory_EVP_97_69-70budget_013.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~2~287112
CU Chicanx/Latinx History Collection,Letter from Patrick Vigil to Abraham Flexer,"Vigil, Patrick",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,10/18/1971,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Letter to Dr. Flexer in the Biology department. Vigil thanks Flexer for support of the UMAS summer program. He reiterates the need for the program as he states ""This program developed by your graduate students, and with full support from your Department faculty, shows innovative promise to afford the opportunity, and provide the methods which will spark the dormant and untapped biological science intrests and abilities of our students."" He continues to mention that most of the students in the program are labled ""'high-risk' because of low high school grade point averages and various socio-economic factors, we truly believe that their scholastic deficiencies are the result of many complex cultural and environmental circumstances, rather than any innate inaptitude."" He also tells the story of an anonymous Mexican American student from 1955 who only stayed at CU for one semester, when there were only 7 Mexican American students enrolled.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student aid,http://id.worldcat.org/fast/1432104,Mentoring in education,http://id.worldcat.org/fast/1016858,Discrimination in education,http://id.worldcat.org/fast/895037,"Flexer, Abraham S.",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado, Boulder. Educational Opportunity Program",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_EOPjuly-sep69_003.pdf,https://ark.colorado.edu/ark:/47540/022c1v55b4js,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,12,4876,narv_chicanxHistory_EVP_97_EOPjuly-sep69_003.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~12~287110
CU Chicanx/Latinx History Collection,The historical development of the Educational Opportunity Programs at the University of Colorado,"Rainsford, George N.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,10/11/1971,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,10 pages,,reports,http://vocab.getty.edu/page/aat/300027267,,,"The ""Historical Development of the Educational Opportunity Programs at CU Boulder."" The report contains a strong summary from the administration's perspective. It talks about statistics and observations for each academic year, as well as a record of faculty actions and support with the program.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Mentoring in education,http://id.worldcat.org/fast/1016858,Student aid,http://id.worldcat.org/fast/1432104,Student financial aid administration,http://id.worldcat.org/fast/1135905,,,"Thieme, Frederick P.",local,"University of Colorado, Boulder. Educational Opportunity Program",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_EOPjuly-sep69_006.pdf,https://ark.colorado.edu/ark:/47540/vp6r5d90068k,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,11,4876,narv_chicanxHistory_EVP_97_EOPjuly-sep69_006.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~11~287108
CU Chicanx/Latinx History Collection,The migrant action program at the University of Colorado - Fall 1968,"Hoover, Jack",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,1971-1972,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,8 pages,,reports,http://vocab.getty.edu/page/aat/300027267,conference proceedings,http://vocab.getty.edu/page/aat/300417790,"A paper presented at the 55th Annual Meeting of the American Association of Collegiate Registrars and Admissions Officers in Dallas, Texas, 1969. Migrant Action Program at CU - Fall 1968.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,Student aid,http://id.worldcat.org/fast/1432104,,,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_EOPjuly-sep69_008.pdf,https://ark.colorado.edu/ark:/47540/td1f8g9390s1,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,10,4876,narv_chicanxHistory_EVP_97_EOPjuly-sep69_008.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~10~287106
CU Chicanx/Latinx History Collection,Areas and objectives of projects and departments concerning the United Mexican American Students and the University of Colorado,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,12/8/1971,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,reports,http://vocab.getty.edu/page/aat/300027267,memorandums,http://vocab.getty.edu/page/aat/300026906,"This document explains UMAS' role in Mexican American studies, community relations, and projects relating to Mexican American affairs on campus.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student aid,http://id.worldcat.org/fast/1432104,,,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_EOPjuly-sep69_010.pdf,https://ark.colorado.edu/ark:/47540/6w9t5995x2nn,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,8,4876,narv_chicanxHistory_EVP_97_EOPjuly-sep69_010.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~8~287104
CU Chicanx/Latinx History Collection,Educational Opportunities Program for Mexican-Americans: Introduction and objectives,,,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,7/2/1973,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,9 pages,,reports,http://vocab.getty.edu/page/aat/300027267,,,"Report titled, ""Educational Opportunities Program for Mexican-Americans, Introduction and Objectives."" The report talks about the integration of the summer program and states, ""Since the Mexican-American value system conflicts with the dominant white culture, the process or road to acculteration for Mexican-American youth is an impossible or at best a difficult task. The methods for dealing with the problems inherent with this culture conflict will be the organically integrated approach. The integration of the Program shall be achieved by structuring most of the student course work and related activites around the sociological concept of the role model emulation and the Mexican-American cultural pattern of the positive reinforcement values gained through the cohesiveness of the family."" The report continues to talk about the ""family feeling"" coming from staff members of the University.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Mentoring in education,http://id.worldcat.org/fast/1016858,Discrimination in education,http://id.worldcat.org/fast/895037,Minority college students--Recruiting,http://id.worldcat.org/fast/1023334,College student development programs,http://id.worldcat.org/fast/867959,"University of Colorado, Boulder. Educational Opportunity Program",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_EOPjuly-sep69_011.pdf,https://ark.colorado.edu/ark:/47540/sg7v614089cx,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,9,4876,narv_chicanxHistory_EVP_97_EOPjuly-sep69_011.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~9~287102
CU Chicanx/Latinx History Collection,Letter from Salvador Ramirez to Manny Carrillo,"Ramirez, Salvador",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,3/15/1972,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,"Letter to Manny Carillo, Director of Mexican American Affairs. In response to a memo insistng that all policy, budget, and personnel should be cleared through Director of Mexican American Affairs, Ramirez outlines his history and on-going relationships on behalf of Mexican-American students and organizations (essentially, an argument over territory). Carillo memo also included (Oct 1, 1969)",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"Carrillo, Manny",local,"Vigil, Patrick",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_97_oct-dec69_001.pdf,https://ark.colorado.edu/ark:/47540/rb781r34q0ss,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,7,4876,narv_chicanxHistory_EVP_97_oct-dec69_001.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~7~287100
CU Chicanx/Latinx History Collection,The EOP story,"Higman, Howard",http://id.loc.gov/authorities/names/no98085933,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,7/19/1974,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,86 pages,,Case studies,http://id.loc.gov/authorities/genreForms/gf2017026140,reports,http://vocab.getty.edu/page/aat/300027267,A report on the first 10 years of the program. Includes timeline of major events (according to the administration). Also includes UMAS political activity.,College student development programs,http://id.worldcat.org/fast/867959,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Discrimination in education,http://id.worldcat.org/fast/895037,,,"University of Colorado, Boulder. Educational Opportunity Program",local,"Volsky, Theodore, Jr.",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_EVP_98_EOPstory.pdf,https://ark.colorado.edu/ark:/47540/8h663468h8cn,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,1,4876,narv_chicanxHistory_EVP_98_EOPstory.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~1~287098
CU Chicanx/Latinx History Collection,"Chicano students, UMAS and MAP; stop police brutality!",[UMAS (Organization)],http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,3/10/1973,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,political flier,http://vocab.getty.edu/page/aat/300430582,posters,http://vocab.getty.edu/page/aat/300027221,"Flier: ""Chicano Students U.M.A.S. and M.A.P. Stop Police Brutality -- Viva la Raza!""",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student movements,http://id.worldcat.org/fast/1135954,,,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_flier70-74_policeBrutality.pdf,https://ark.colorado.edu/ark:/47540/zg3n2z19b975,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,38,4876,narv_chicanxHistory_flier70-74_policeBrutality.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~38~287096
CU Chicanx/Latinx History Collection,Employment needs for MAP students,"Tarzan, Honor",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,3/9/1973,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Memo to Deans, Department Chairman, and Directors; re: ""Employment Needs for M.A.P. Students."" The letter goes over a synopsis of the Migrant Action Program and a shortage of federal work-study funds.",Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Employment,http://id.worldcat.org/fast/868002,,,,,,,"Garcia, Joe",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_MAP1070_employmentNeeds.pdf,https://ark.colorado.edu/ark:/47540/21464c82c37t,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,39,4876,narv_chicanxHistory_MAP1070_employmentNeeds.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~39~287094
CU Chicanx/Latinx History Collection,"Minutes of May 21, 1974 meeting",Council of Academic Deans,local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,1/19/1973,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,minutes (administrative records),http://vocab.getty.edu/page/aat/300027440,notes (document),http://vocab.getty.edu/page/aat/300027200,Discussion of EOP programs on campus as well as the budget request they were making for 1974-75 academic year.,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,Student aid,http://id.worldcat.org/fast/1432104,Universities and colleges--Faculty,http://id.worldcat.org/fast/1161748,,,"University of Colorado, Boulder. Educational Opportunity Program",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_POP_136_01_EOPprograms.pdf,https://ark.colorado.edu/ark:/47540/xp7g6d03m0hh,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,30,4876,narv_chicanxHistory_POP_136_01_EOPprograms.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~30~287092
CU Chicanx/Latinx History Collection,"Letter to Frederick Thieme from ""CU Chicanos""",UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,5/21/1974,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,newspaper clippings,http://vocab.getty.edu/page/aat/300429554,A handwritten note and accompanying newspaper clipping regarding the election of Jess Vigil to ASUC sent to President Frederick Thieme.,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College student government--Elections,http://id.worldcat.org/fast/1750825,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,"Thieme, Frederick P.",local,"Vigil, Jess",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,narv_chicanxHistory_POP_153_01_CUchicanos.pdf,https://ark.colorado.edu/ark:/47540/ns141f4830h2,"University of Colorado Boulder. Special Collections, Archives & Preservation",COU:3673,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/,27,4876,narv_chicanxHistory_POP_153_01_CUchicanos.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~24~24~27~287090
