Collection Name,Title,Part,Name,Name URI,Resource Type,Resource Type URI,Genre,Genre URI,Place Created,Publisher,Date Issued,Date Created,Edition,Issuance,Frequency,Language Term,Language Term URI,Language Term Type,Extent,Physical Description Note,Form#1,Form URI#1,Form#2,FormURI#2,Abstract,Table of Contents,Note,Note Type,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Topic#5,Subject Topic URI#5,Subject Name#1,Subject Name URI#1,Subject Name#2,Subject Name URI#2,Subject Name#3,Subject Name URI#3,Subject Geographic,Subject Geographic URI,Subject Temporal,Subject Temporal URI,Subject Title,Subject Title URI,Subject Genre,Subject Genre URI,Identifier,Identifier LUNA,Identifier ARK,Physical Location,Physical Location Type,Shelf Locator,Related Item,Related Item Type,Related Item Identifier,Related Item Location,Date Captured,Internet Media Type,Digital Origin,Access Condition,Access Condition URI
CU Chicanx History Collection,Letter from Mark Hannon to Dr. Manning,,"Hannon, Mark",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1969-04-02,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Letter from Mark Hannon to Dr. Manning, Vice President for Academic Affairs; re: ""Pulse beat from the minority student sector."" The letter asks Manning to be upfront with EOP students about funding for summer programs.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,Student aid,http://id.worldcat.org/fast/1432104,,,,,Manning,local,"University of Colorado, Boulder. Educational Opportunity Program",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_POP_294_01_minority.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Historical growth and development and proposal,,"Peralta, Salvador",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1968-07-09,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,61 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,,,"The ""United Mexican American Students August, 1968-July, 1969 Historical Growth and Development and Proposal."" The group proposes that CU Boulder appoint Mr. Salvador Ramirez as Dean of Mexican American Affairs and Studies. They also propose that the University financially supports a Mexican American Cultural Center.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"Ramirez, Salvador",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_admin68-69_growthDevelopment.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Student organization application for recognition,,"Reyes, Remigio P.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1968-07-31,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,application forms,http://vocab.getty.edu/page/aat/300027002,,,Student Organization Application for Recognition.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_admin68-69_recognition.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Bylaws,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,Circa 1968,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,bylaws (administrative records),http://vocab.getty.edu/page/aat/300027433,guidelines,http://vocab.getty.edu/page/aat/300027029,United Mexican-American Students of the University of Colorado bylaws.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Membership requirements,http://id.worldcat.org/fast/1353685,,,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_admin68-69_bylaws.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,An open letter to all UMAS program students,,"Vigil, Patrick J.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1969-10-17,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,An open letter to all UMAS program students. The letter provides tips for maintaining a grade point average of at least 2.0.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Academic achievement,http://id.worldcat.org/fast/794949,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,"Marrujo, Becky",local,UMAS (Organization),http://id.worldcat.org/fast/626784,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_correspondence69_openLetter.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Research information,,"Archuleta, Gary ",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1972-10-04,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,Memorandum to Dean Small regarding the suspension of 92 UMAS students for outstanding debts.,,,,Discrimination in education,http://id.worldcat.org/fast/895037,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Student suspension,http://id.worldcat.org/fast/1135996,,,,,"Small, Dennis",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_correspondence72_suspension.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter to UMAS Board of Directors from Chicano faculty members,,"Cabrera, Arturo",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1973-11-06,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,Memo to UMAS Board of Directors from CU Boulder faculty.,,,,Universities and colleges--Faculty,http://id.worldcat.org/fast/1161748,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student movements,http://id.worldcat.org/fast/1135954,,,"Cruz, Alex",local,"Garcia, Rodolfo",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_correspondence73_memoToBoard.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,"Chicano students, UMAS and MAP; stop police brutality!",,[UMAS (Organization)],http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,Circa 1970/1975,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,political flier,http://vocab.getty.edu/page/aat/300430582,posters,http://vocab.getty.edu/page/aat/300027221,"Flier: ""Chicano Students U.M.A.S. and M.A.P. Stop Police Brutality -- Viva la Raza!""",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student movements,http://id.worldcat.org/fast/1135954,,,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_flier70-74_policeBrutality.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Employment needs for MAP students,,"Tarzan, Honor",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-05-27,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Memo to Deans, Department Chairman, and Directors; re: ""Employment Needs for M.A.P. Students."" The letter goes over a synopsis of the Migrant Action Program and a shortage of federal work-study funds.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Employment,http://id.worldcat.org/fast/868002,,,,,,,"Garcia, Joe",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_MAP1070_employmentNeeds.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,UMAS publications proposal,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1905-05-24,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,6 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,,,UMAS publications proposal. The proposal establishes UMAS Publications.,,,,College student newspapers and periodicals,http://id.worldcat.org/fast/867966,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_PubCom1971_publicationsProposal.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Student poetry,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1905-05-24,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,poetry,http://vocab.getty.edu/page/aat/300055931,,,A document consisting of various poems written by students at CU Boulder. ,,,,Poetry,http://id.worldcat.org/fast/1067691,College student newspapers and periodicals,http://id.worldcat.org/fast/867966,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,,,"Vigil, Jennifer C.",local,"Quintana, Ron",local,"Mora, Ricardo",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_PubCom1971_studentPoetry.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,UMAS Publication Committee newsletter,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-07-28,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,4 pages,,newsletters,http://vocab.getty.edu/page/aat/300026652,articles,http://vocab.getty.edu/page/aat/300048715,United Mexican American Students Publication Commitee Newsletter,,,,College student newspapers and periodicals,http://id.worldcat.org/fast/867966,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student movements,http://id.worldcat.org/fast/1135954,Race discrimination,http://id.worldcat.org/fast/1086465,Coors Brewing Company,http://id.worldcat.org/fast/709582,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_PubCom1971_pbComNewsletter.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Political packet written by UMAS,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,Circa 1971,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,45 pages,,articles,http://vocab.getty.edu/page/aat/300048715,political flier,http://vocab.getty.edu/page/aat/300430582,"A compiliation of articles, poems, and fliers collected and written by UMAS. This item was meant to serve as a political packet.",,,,College student newspapers and periodicals,http://id.worldcat.org/fast/867966,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student movements,http://id.worldcat.org/fast/1135954,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_publications70-71_UMASpub.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,UMAS newspaper article compilation,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,Circa 1971,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,453 pages,,newspaper clippings,http://vocab.getty.edu/page/aat/300429554,articles,http://vocab.getty.edu/page/aat/300048715,"Compiliation of UMAS publications titled, ""UMAS by Chicanos."" ",,,,College student newspapers and periodicals,http://id.worldcat.org/fast/867966,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student movements,http://id.worldcat.org/fast/1135954,,,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_publications70-71_UMASbyChicanos.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Report from counseling,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-07-30,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,13 pages,,reports,http://vocab.getty.edu/page/aat/300027267,,,Report from the UMAS-EOP Supportive Services. The reports are presented by UMAS administrative members such as Robert Martinez and Becky Marrujo and it talks about the creation of Parent Workshops to allow parents of UMAS-EOP students to express their concerns and learn about the experiences of the students at CU Boulder.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Discrimination in education,http://id.worldcat.org/fast/895037,,,,,"Martinez, Robert",local,"Marrujo, Becky",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_EOP_70-77_001.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,"Proposal to establish positions, related to UMAS-EOP programs and Office of Admissions and Records",,"Marrujo, Becky",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1970-12-09,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,4 pages,,job descriptions,http://vocab.getty.edu/page/aat/300412028,proposals,http://vocab.getty.edu/page/aat/300027261,"Proposal to establish positions, related to UMAS-EOP programs and Office of Admissions and Records.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Help-wanted advertising,http://id.worldcat.org/fast/954848,,,,,"Gavaldon, Andres",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"Volsky, Theodore, Jr.",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_UMAS_EOP_70-77_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Job description for proposed position of Direcor of Mexican American Affairs,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1969-04-15,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,job descriptions,http://vocab.getty.edu/page/aat/300412028,,,"Job description for proposed position of Director of Mexican American Affairs, submitted to President Joseph R. Smiley by the United Mexican American Students (UMAS).",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Help-wanted advertising,http://id.worldcat.org/fast/954848,,,,,"Smiley, Joseph R.",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_294_apr-sep69_MAAdirector.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Faculty Committee on Chicano Education (FCCE),,"Ramirez, Alberto",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1974-02-05,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,Memo; re: FCCE. The memom briefly explains the history of the Chicano Faculty Committee and changes to the committee name.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Universities and colleges--Faculty,http://id.worldcat.org/fast/1161748,Discrimination in education,http://id.worldcat.org/fast/895037,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado, Boulder. Educational Opportunity Program",local,Faculty Committee on Chicano Education (FCCE),local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VCAA_MAC_001.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Memo from James Corbridge to student protestors,,"Corbridge, James N.",http://id.loc.gov/authorities/names/n89646514,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1974-05-15,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,"Memo to ""Students occupying TB #1."" It states, ""If the individuals occupying TB #1 will leave the building peaceably no charges will be brought against them."" The memo continues to express intention to form an Inquiry Board to investigate UMAS charges against EOP leadership.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Discrimination in education,http://id.worldcat.org/fast/895037,Student movements,http://id.worldcat.org/fast/1135954,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado, Boulder. Educational Opportunity Program",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VCAA_UMAS_016.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,"Response to memo of February 1, 1974",,"Acosta, Paul",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1974-02-05,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,"Memo; re: ""Reponse to Corbridge Memo of February 1, 1974."" The memo discusses budget shortfall in the Spring 1974 semester.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Discrimination in education,http://id.worldcat.org/fast/895037,Student aid,http://id.worldcat.org/fast/1432104,Universities and colleges--Finance,http://id.worldcat.org/fast/1161770,,,"Corbridge, James N.",http://id.loc.gov/authorities/names/n89646514,UMAS (Organization),http://id.worldcat.org/fast/626784,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_VCAA_UMAS_corbridgeMemoResponse.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
